FIPS,County/Equivalent,Federal District Court,Public Attorney Search,State
54025,"Greenbrier County, WV",Southern District of West Virginia,No,West Virginia
54027,"Hampshire County, WV",Northern District of West Virginia,No,West Virginia
54029,"Hancock County, WV",Northern District of West Virginia,No,West Virginia
54031,"Hardy County, WV",Northern District of West Virginia,No,West Virginia
54033,"Harrison County, WV",Northern District of West Virginia,No,West Virginia
54035,"Jackson County, WV",Southern District of West Virginia,No,West Virginia
54037,"Jefferson County, WV",Northern District of West Virginia,No,West Virginia
54039,"Kanawha County, WV",Southern District of West Virginia,No,West Virginia
54041,"Lewis County, WV",Northern District of West Virginia,No,West Virginia
54043,"Lincoln County, WV",Southern District of West Virginia,No,West Virginia
54045,"Logan County, WV",Southern District of West Virginia,No,West Virginia
54047,"McDowell County, WV",Southern District of West Virginia,No,West Virginia
54049,"Marion County, WV",Northern District of West Virginia,No,West Virginia
54051,"Marshall County, WV",Northern District of West Virginia,No,West Virginia
54053,"Mason County, WV",Southern District of West Virginia,No,West Virginia
54055,"Mercer County, WV",Southern District of West Virginia,No,West Virginia
54057,"Mineral County, WV",Northern District of West Virginia,No,West Virginia
54059,"Mingo County, WV",Southern District of West Virginia,No,West Virginia
54061,"Monongalia County, WV",Northern District of West Virginia,No,West Virginia
54063,"Monroe County, WV",Southern District of West Virginia,No,West Virginia
54065,"Morgan County, WV",Northern District of West Virginia,No,West Virginia
54067,"Nicholas County, WV",Southern District of West Virginia,No,West Virginia
54069,"Ohio County, WV",Northern District of West Virginia,No,West Virginia
54071,"Pendleton County, WV",Northern District of West Virginia,No,West Virginia
54073,"Pleasants County, WV",Northern District of West Virginia,No,West Virginia
54075,"Pocahontas County, WV",Northern District of West Virginia,No,West Virginia
54077,"Preston County, WV",Northern District of West Virginia,No,West Virginia
54079,"Putnam County, WV",Southern District of West Virginia,No,West Virginia
54081,"Raleigh County, WV",Southern District of West Virginia,No,West Virginia
54083,"Randolph County, WV",Northern District of West Virginia,No,West Virginia
54085,"Ritchie County, WV",Northern District of West Virginia,No,West Virginia
54087,"Roane County, WV",Southern District of West Virginia,No,West Virginia
54089,"Summers County, WV",Southern District of West Virginia,No,West Virginia
54091,"Taylor County, WV",Northern District of West Virginia,No,West Virginia
54093,"Tucker County, WV",Northern District of West Virginia,No,West Virginia
54095,"Tyler County, WV",Northern District of West Virginia,No,West Virginia
54097,"Upshur County, WV",Northern District of West Virginia,No,West Virginia
54099,"Wayne County, WV",Southern District of West Virginia,No,West Virginia
54101,"Webster County, WV",Northern District of West Virginia,No,West Virginia
54103,"Wetzel County, WV",Northern District of West Virginia,No,West Virginia
54105,"Wirt County, WV",Southern District of West Virginia,No,West Virginia
54107,"Wood County, WV",Southern District of West Virginia,No,West Virginia
54109,"Wyoming County, WV",Southern District of West Virginia,No,West Virginia
55001,"Adams County, WI",Western District of Wisconsin,Yes,Wisconsin
55003,"Ashland County, WI",Western District of Wisconsin,Yes,Wisconsin
55005,"Barron County, WI",Western District of Wisconsin,Yes,Wisconsin
55007,"Bayfield County, WI",Western District of Wisconsin,Yes,Wisconsin
55009,"Brown County, WI",Eastern District of Wisconsin,Yes,Wisconsin
55011,"Buffalo County, WI",Western District of Wisconsin,Yes,Wisconsin
55013,"Burnett County, WI",Western District of Wisconsin,Yes,Wisconsin
55015,"Calumet County, WI",Eastern District of Wisconsin,Yes,Wisconsin
55017,"Chippewa County, WI",Western District of Wisconsin,Yes,Wisconsin
55019,"Clark County, WI",Western District of Wisconsin,Yes,Wisconsin
55021,"Columbia County, WI",Western District of Wisconsin,Yes,Wisconsin
55023,"Crawford County, WI",Western District of Wisconsin,Yes,Wisconsin
55025,"Dane County, WI",Western District of Wisconsin,Yes,Wisconsin
55027,"Dodge County, WI",Eastern District of Wisconsin,Yes,Wisconsin
55029,"Door County, WI",Eastern District of Wisconsin,Yes,Wisconsin
55031,"Douglas County, WI",Western District of Wisconsin,Yes,Wisconsin
55033,"Dunn County, WI",Western District of Wisconsin,Yes,Wisconsin
55035,"Eau Claire County, WI",Western District of Wisconsin,Yes,Wisconsin
55037,"Florence County, WI",Eastern District of Wisconsin,Yes,Wisconsin
55039,"Fond du Lac County, WI",Eastern District of Wisconsin,Yes,Wisconsin
55041,"Forest County, WI",Eastern District of Wisconsin,Yes,Wisconsin
55043,"Grant County, WI",Western District of Wisconsin,Yes,Wisconsin
55045,"Green County, WI",Western District of Wisconsin,Yes,Wisconsin
55047,"Green Lake County, WI",Eastern District of Wisconsin,Yes,Wisconsin
55049,"Iowa County, WI",Western District of Wisconsin,Yes,Wisconsin
55051,"Iron County, WI",Western District of Wisconsin,Yes,Wisconsin
55053,"Jackson County, WI",Western District of Wisconsin,Yes,Wisconsin
55055,"Jefferson County, WI",Western District of Wisconsin,Yes,Wisconsin
55057,"Juneau County, WI",Western District of Wisconsin,Yes,Wisconsin
55059,"Kenosha County, WI",Eastern District of Wisconsin,Yes,Wisconsin
55061,"Kewaunee County, WI",Eastern District of Wisconsin,Yes,Wisconsin
55063,"La Crosse County, WI",Western District of Wisconsin,Yes,Wisconsin
55065,"Lafayette County, WI",Western District of Wisconsin,Yes,Wisconsin
55067,"Langlade County, WI",Eastern District of Wisconsin,Yes,Wisconsin
55069,"Lincoln County, WI",Western District of Wisconsin,Yes,Wisconsin
55071,"Manitowoc County, WI",Eastern District of Wisconsin,Yes,Wisconsin
55073,"Marathon County, WI",Western District of Wisconsin,Yes,Wisconsin
55075,"Marinette County, WI",Eastern District of Wisconsin,Yes,Wisconsin
55077,"Marquette County, WI",Eastern District of Wisconsin,Yes,Wisconsin
55078,"Menominee County, WI",Eastern District of Wisconsin,Yes,Wisconsin
55079,"Milwaukee County, WI",Eastern District of Wisconsin,Yes,Wisconsin
55081,"Monroe County, WI",Western District of Wisconsin,Yes,Wisconsin
55083,"Oconto County, WI",Eastern District of Wisconsin,Yes,Wisconsin
55085,"Oneida County, WI",Western District of Wisconsin,Yes,Wisconsin
55087,"Outagamie County, WI",Eastern District of Wisconsin,Yes,Wisconsin
55089,"Ozaukee County, WI",Eastern District of Wisconsin,Yes,Wisconsin
55091,"Pepin County, WI",Western District of Wisconsin,Yes,Wisconsin
55093,"Pierce County, WI",Western District of Wisconsin,Yes,Wisconsin
55095,"Polk County, WI",Western District of Wisconsin,Yes,Wisconsin
55097,"Portage County, WI",Western District of Wisconsin,Yes,Wisconsin
55099,"Price County, WI",Western District of Wisconsin,Yes,Wisconsin
55101,"Racine County, WI",Eastern District of Wisconsin,Yes,Wisconsin
55103,"Richland County, WI",Western District of Wisconsin,Yes,Wisconsin
55105,"Rock County, WI",Western District of Wisconsin,Yes,Wisconsin
55107,"Rusk County, WI",Western District of Wisconsin,Yes,Wisconsin
55109,"St. Croix County, WI",Western District of Wisconsin,Yes,Wisconsin
55111,"Sauk County, WI",Western District of Wisconsin,Yes,Wisconsin
55113,"Sawyer County, WI",Western District of Wisconsin,Yes,Wisconsin
55115,"Shawano County, WI",Eastern District of Wisconsin,Yes,Wisconsin
55117,"Sheboygan County, WI",Eastern District of Wisconsin,Yes,Wisconsin
55119,"Taylor County, WI",Western District of Wisconsin,Yes,Wisconsin
55121,"Trempealeau County, WI",Western District of Wisconsin,Yes,Wisconsin
55123,"Vernon County, WI",Western District of Wisconsin,Yes,Wisconsin
55125,"Vilas County, WI",Western District of Wisconsin,Yes,Wisconsin
55127,"Walworth County, WI",Eastern District of Wisconsin,Yes,Wisconsin
55129,"Washburn County, WI",Western District of Wisconsin,Yes,Wisconsin
55131,"Washington County, WI",Eastern District of Wisconsin,Yes,Wisconsin
55133,"Waukesha County, WI",Eastern District of Wisconsin,Yes,Wisconsin
55135,"Waupaca County, WI",Eastern District of Wisconsin,Yes,Wisconsin
55137,"Waushara County, WI",Eastern District of Wisconsin,Yes,Wisconsin
55139,"Winnebago County, WI",Eastern District of Wisconsin,Yes,Wisconsin
55141,"Wood County, WI",Western District of Wisconsin,Yes,Wisconsin
56001,"Albany County, WY",District of Wyoming,No,Wyoming
56003,"Big Horn County, WY",District of Wyoming,No,Wyoming
56005,"Campbell County, WY",District of Wyoming,No,Wyoming
56007,"Carbon County, WY",District of Wyoming,No,Wyoming
56009,"Converse County, WY",District of Wyoming,No,Wyoming
56011,"Crook County, WY",District of Wyoming,No,Wyoming
56013,"Fremont County, WY",District of Wyoming,No,Wyoming
56015,"Goshen County, WY",District of Wyoming,No,Wyoming
56017,"Hot Springs County, WY",District of Wyoming,No,Wyoming
56019,"Johnson County, WY",District of Wyoming,No,Wyoming
56021,"Laramie County, WY",District of Wyoming,No,Wyoming
56023,"Lincoln County, WY",District of Wyoming,No,Wyoming
56025,"Natrona County, WY",District of Wyoming,No,Wyoming
56027,"Niobrara County, WY",District of Wyoming,No,Wyoming
56029,"Park County, WY",District of Wyoming,No,Wyoming
56031,"Platte County, WY",District of Wyoming,No,Wyoming
56033,"Sheridan County, WY",District of Wyoming,No,Wyoming
56035,"Sublette County, WY",District of Wyoming,No,Wyoming
56037,"Sweetwater County, WY",District of Wyoming,No,Wyoming
56039,"Teton County, WY",District of Wyoming,No,Wyoming
56041,"Uinta County, WY",District of Wyoming,No,Wyoming
56043,"Washakie County, WY",District of Wyoming,No,Wyoming
56045,"Weston County, WY",District of Wyoming,No,Wyoming
72001,"Adjuntas Municipio, PR",District of Puerto Rico,No,Puerto Rico
72003,"Aguada Municipio, PR",District of Puerto Rico,No,Puerto Rico
72005,"Aguadilla Municipio, PR",District of Puerto Rico,No,Puerto Rico
72007,"Aguas Buenas Municipio, PR",District of Puerto Rico,No,Puerto Rico
72009,"Aibonito Municipio, PR",District of Puerto Rico,No,Puerto Rico
72011,"Anasco Municipio, PR",District of Puerto Rico,No,Puerto Rico
72013,"Arecibo Municipio, PR",District of Puerto Rico,No,Puerto Rico
72015,"Arroyo Municipio, PR",District of Puerto Rico,No,Puerto Rico
72017,"Barceloneta Municipio, PR",District of Puerto Rico,No,Puerto Rico
72019,"Barranquitas Municipio, PR",District of Puerto Rico,No,Puerto Rico
72021,"Bayamon Municipio, PR",District of Puerto Rico,No,Puerto Rico
72023,"Cabo Rojo Municipio, PR",District of Puerto Rico,No,Puerto Rico
72025,"Caguas Municipio, PR",District of Puerto Rico,No,Puerto Rico
72027,"Camuy Municipio, PR",District of Puerto Rico,No,Puerto Rico
72029,"Canovanas Municipio, PR",District of Puerto Rico,No,Puerto Rico
72031,"Carolina Municipio, PR",District of Puerto Rico,No,Puerto Rico
72033,"Catano Municipio, PR",District of Puerto Rico,No,Puerto Rico
72035,"Cayey Municipio, PR",District of Puerto Rico,No,Puerto Rico
72037,"Ceiba Municipio, PR",District of Puerto Rico,No,Puerto Rico
72039,"Ciales Municipio, PR",District of Puerto Rico,No,Puerto Rico
72041,"Cidra Municipio, PR",District of Puerto Rico,No,Puerto Rico
72043,"Coamo Municipio, PR",District of Puerto Rico,No,Puerto Rico
72045,"Comerio Municipio, PR",District of Puerto Rico,No,Puerto Rico
72047,"Corozal Municipio, PR",District of Puerto Rico,No,Puerto Rico
72049,"Culebra Municipio, PR",District of Puerto Rico,No,Puerto Rico
72051,"Dorado Municipio, PR",District of Puerto Rico,No,Puerto Rico
72053,"Fajardo Municipio, PR",District of Puerto Rico,No,Puerto Rico
72054,"Florida Municipio, PR",District of Puerto Rico,No,Puerto Rico
72055,"Guanica Municipio, PR",District of Puerto Rico,No,Puerto Rico
72057,"Guayama Municipio, PR",District of Puerto Rico,No,Puerto Rico
72059,"Guayanilla Municipio, PR",District of Puerto Rico,No,Puerto Rico
72061,"Guaynabo Municipio, PR",District of Puerto Rico,No,Puerto Rico
72063,"Gurabo Municipio, PR",District of Puerto Rico,No,Puerto Rico
72065,"Hatillo Municipio, PR",District of Puerto Rico,No,Puerto Rico
72067,"Hormigueros Municipio, PR",District of Puerto Rico,No,Puerto Rico
72069,"Humacao Municipio, PR",District of Puerto Rico,No,Puerto Rico
72071,"Isabela Municipio, PR",District of Puerto Rico,No,Puerto Rico
72073,"Jayuya Municipio, PR",District of Puerto Rico,No,Puerto Rico
72075,"Juana Diaz Municipio, PR",District of Puerto Rico,No,Puerto Rico
72077,"Juncos Municipio, PR",District of Puerto Rico,No,Puerto Rico
72079,"Lajas Municipio, PR",District of Puerto Rico,No,Puerto Rico
72081,"Lares Municipio, PR",District of Puerto Rico,No,Puerto Rico
72083,"Las Marias Municipio, PR",District of Puerto Rico,No,Puerto Rico
72085,"Las Piedras Municipio, PR",District of Puerto Rico,No,Puerto Rico
72087,"Loiza Municipio, PR",District of Puerto Rico,No,Puerto Rico
72089,"Luquillo Municipio, PR",District of Puerto Rico,No,Puerto Rico
72091,"Manati Municipio, PR",District of Puerto Rico,No,Puerto Rico
72093,"Maricao Municipio, PR",District of Puerto Rico,No,Puerto Rico
72095,"Maunabo Municipio, PR",District of Puerto Rico,No,Puerto Rico
72097,"Mayaguez Municipio, PR",District of Puerto Rico,No,Puerto Rico
72099,"Moca Municipio, PR",District of Puerto Rico,No,Puerto Rico
72101,"Morovis Municipio, PR",District of Puerto Rico,No,Puerto Rico
72103,"Naguabo Municipio, PR",District of Puerto Rico,No,Puerto Rico
72105,"Naranjito Municipio, PR",District of Puerto Rico,No,Puerto Rico
72107,"Orocovis Municipio, PR",District of Puerto Rico,No,Puerto Rico
72109,"Patillas Municipio, PR",District of Puerto Rico,No,Puerto Rico
72111,"Penuelas Municipio, PR",District of Puerto Rico,No,Puerto Rico
72113,"Ponce Municipio, PR",District of Puerto Rico,No,Puerto Rico
72115,"Quebradillas Municipio, PR",District of Puerto Rico,No,Puerto Rico
